trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
12960497, 7:34:00, 7:34:00,8039,1,,0,0,
12960497, 7:52:00, 7:52:00,8048,10,,0,0,11.2779
12960497, 7:53:00, 7:53:00,8049,11,,0,0,12.071
12960497, 7:55:00, 7:55:00,8050,12,,0,0,13.3735
12960497, 7:58:00, 7:58:00,8051,13,,0,0,15.8556
12960497, 8:00:00, 8:00:00,8052,14,,0,0,17.8544
12960497, 8:04:00, 8:04:00,8053,15,,0,0,20.7834
12960497, 8:05:00, 8:05:00,8054,16,,0,0,21.3876
12960497, 8:08:00, 8:08:00,8055,17,,0,0,23.8762
12960497, 8:11:00, 8:11:00,8056,18,,0,0,26.2106
12960497, 8:12:00, 8:12:00,8057,19,,0,0,27.3005
12960497, 7:36:00, 7:36:00,8040,2,,0,0,0.6698
12960497, 8:14:00, 8:14:00,8058,20,,1,0,28.136
12960497, 7:37:00, 7:37:00,8041,3,,0,0,1.0587
12960497, 7:39:00, 7:39:00,8042,4,,0,0,1.7103
12960497, 7:41:00, 7:41:00,8043,5,,0,0,2.7606
12960497, 7:44:00, 7:44:00,8044,6,,0,0,5.4806
12960497, 7:46:00, 7:46:00,8045,7,,0,0,7.4936
12960497, 7:48:00, 7:48:00,8046,8,,0,0,8.3399
12960497, 7:50:00, 7:50:00,8047,9,,0,0,9.577
12960498, 7:32:00, 7:32:00,8039,1,,0,0,
12960498, 7:49:00, 7:49:00,8048,10,,0,0,11.2779
12960498, 7:51:00, 7:51:00,8049,11,,0,0,12.071
12960498, 7:53:00, 7:53:00,8050,12,,0,0,13.3735
12960498, 7:56:00, 7:56:00,8051,13,,0,0,15.8556
12960498, 7:58:00, 7:58:00,8052,14,,0,0,17.8544
12960498, 8:01:00, 8:01:00,8053,15,,0,0,20.7834
12960498, 8:03:00, 8:03:00,8054,16,,0,0,21.3876
12960498, 8:06:00, 8:06:00,8055,17,,0,0,23.8762
12960498, 8:08:00, 8:08:00,8056,18,,0,0,26.2106
12960498, 8:10:00, 8:10:00,8057,19,,0,0,27.3005
12960498, 7:34:00, 7:34:00,8040,2,,0,0,0.6698
12960498, 8:12:00, 8:12:00,8058,20,,1,0,28.136
12960498, 7:35:00, 7:35:00,8041,3,,0,0,1.0587
12960498, 7:37:00, 7:37:00,8042,4,,0,0,1.7103
12960498, 7:39:00, 7:39:00,8043,5,,0,0,2.7606
12960498, 7:42:00, 7:42:00,8044,6,,0,0,5.4806
12960498, 7:44:00, 7:44:00,8045,7,,0,0,7.4936
12960498, 7:46:00, 7:46:00,8046,8,,0,0,8.3399
12960498, 7:47:00, 7:47:00,8047,9,,0,0,9.577
12960499, 7:30:00, 7:30:00,8039,1,,0,0,
12960499, 7:47:00, 7:47:00,8048,10,,0,0,11.2779
12960499, 7:49:00, 7:49:00,8049,11,,0,0,12.071
12960499, 7:51:00, 7:51:00,8050,12,,0,0,13.3735
12960499, 7:53:00, 7:53:00,8051,13,,0,0,15.8556
12960499, 7:56:00, 7:56:00,8052,14,,0,0,17.8544
12960499, 7:59:00, 7:59:00,8053,15,,0,0,20.7834
12960499, 8:01:00, 8:01:00,8054,16,,0,0,21.3876
12960499, 8:04:00, 8:04:00,8580,17,,0,0,23.9942
12960499, 8:06:00, 8:06:00,8578,18,,0,0,25.1103
12960499, 8:09:00, 8:09:00,8746,19,,0,0,27.2062
12960499, 7:32:00, 7:32:00,8040,2,,0,0,0.6698
12960499, 8:11:00, 8:11:00,8747,20,,1,0,28.8865
12960499, 7:33:00, 7:33:00,8041,3,,0,0,1.0587
12960499, 7:34:00, 7:34:00,8042,4,,0,0,1.7103
12960499, 7:36:00, 7:36:00,8043,5,,0,0,2.7606
12960499, 7:40:00, 7:40:00,8044,6,,0,0,5.4806
12960499, 7:42:00, 7:42:00,8045,7,,0,0,7.4936
12960499, 7:43:00, 7:43:00,8046,8,,0,0,8.3399
12960499, 7:45:00, 7:45:00,8047,9,,0,0,9.577
12960500, 7:55:00, 7:55:00,8052,1,,0,0,
12960500, 7:58:00, 7:58:00,8053,2,,0,0,2.929
12960500, 7:59:00, 7:59:00,8054,3,,0,0,3.5331
12960500, 8:02:00, 8:02:00,8055,4,,0,0,6.0217
12960500, 8:05:00, 8:05:00,8056,5,,0,0,8.3562
12960500, 8:07:00, 8:07:00,8057,6,,0,0,9.4461
12960500, 8:08:00, 8:08:00,8058,7,,1,0,10.2816
12960501, 7:28:00, 7:28:00,8039,1,,0,0,
12960501, 7:45:00, 7:45:00,8048,10,,0,0,11.2779
12960501, 7:46:00, 7:46:00,8049,11,,0,0,12.071
12960501, 7:48:00, 7:48:00,8050,12,,0,0,13.3735
12960501, 7:51:00, 7:51:00,8051,13,,0,0,15.8556
12960501, 7:54:00, 7:54:00,8052,14,,0,0,17.8544
12960501, 7:57:00, 7:57:00,8053,15,,0,0,20.7834
12960501, 7:58:00, 7:58:00,8054,16,,0,0,21.3876
12960501, 8:01:00, 8:01:00,8055,17,,0,0,23.8762
12960501, 8:04:00, 8:04:00,8056,18,,0,0,26.2106
12960501, 8:05:00, 8:05:00,8057,19,,0,0,27.3005
12960501, 7:29:00, 7:29:00,8040,2,,0,0,0.6698
12960501, 8:07:00, 8:07:00,8058,20,,1,0,28.136
12960501, 7:31:00, 7:31:00,8041,3,,0,0,1.0587
12960501, 7:32:00, 7:32:00,8042,4,,0,0,1.7103
12960501, 7:34:00, 7:34:00,8043,5,,0,0,2.7606
12960501, 7:37:00, 7:37:00,8044,6,,0,0,5.4806
12960501, 7:40:00, 7:40:00,8045,7,,0,0,7.4936
12960501, 7:41:00, 7:41:00,8046,8,,0,0,8.3399
12960501, 7:43:00, 7:43:00,8047,9,,0,0,9.577
12960502, 7:25:00, 7:25:00,8039,1,,0,0,
12960502, 7:43:00, 7:43:00,8048,10,,0,0,11.2779
12960502, 7:44:00, 7:44:00,8049,11,,0,0,12.071
12960502, 7:46:00, 7:46:00,8050,12,,0,0,13.3735
12960502, 7:49:00, 7:49:00,8051,13,,0,0,15.8556
12960502, 7:52:00, 7:52:00,8052,14,,0,0,17.8544
12960502, 7:55:00, 7:55:00,8053,15,,0,0,20.7834
12960502, 7:56:00, 7:56:00,8054,16,,0,0,21.3876
12960502, 7:59:00, 7:59:00,8055,17,,0,0,23.8762
12960502, 8:02:00, 8:02:00,8056,18,,0,0,26.2106
12960502, 8:03:00, 8:03:00,8057,19,,0,0,27.3005
12960502, 7:27:00, 7:27:00,8040,2,,0,0,0.6698
12960502, 8:05:00, 8:05:00,8058,20,,1,0,28.136
12960502, 7:28:00, 7:28:00,8041,3,,0,0,1.0587
12960502, 7:30:00, 7:30:00,8042,4,,0,0,1.7103
12960502, 7:32:00, 7:32:00,8043,5,,0,0,2.7606
12960502, 7:35:00, 7:35:00,8044,6,,0,0,5.4806
12960502, 7:37:00, 7:37:00,8045,7,,0,0,7.4936
12960502, 7:39:00, 7:39:00,8046,8,,0,0,8.3399
12960502, 7:41:00, 7:41:00,8047,9,,0,0,9.577
12960503, 7:23:00, 7:23:00,8039,1,,0,0,
12960503, 7:41:00, 7:41:00,8048,10,,0,0,11.2779
12960503, 7:42:00, 7:42:00,8049,11,,0,0,12.071
12960503, 7:44:00, 7:44:00,8050,12,,0,0,13.3735
12960503, 7:47:00, 7:47:00,8051,13,,0,0,15.8556
12960503, 7:49:00, 7:49:00,8052,14,,0,0,17.8544
12960503, 7:52:00, 7:52:00,8053,15,,0,0,20.7834
12960503, 7:54:00, 7:54:00,8054,16,,0,0,21.3876
12960503, 7:57:00, 7:57:00,8580,17,,0,0,23.9942
12960503, 7:59:00, 7:59:00,8578,18,,0,0,25.1103
12960503, 8:03:00, 8:03:00,8746,19,,0,0,27.2062
12960503, 7:25:00, 7:25:00,8040,2,,0,0,0.6698
12960503, 8:05:00, 8:05:00,8747,20,,1,0,28.8865
12960503, 7:26:00, 7:26:00,8041,3,,0,0,1.0587
12960503, 7:28:00, 7:28:00,8042,4,,0,0,1.7103
12960503, 7:30:00, 7:30:00,8043,5,,0,0,2.7606
12960503, 7:33:00, 7:33:00,8044,6,,0,0,5.4806
12960503, 7:35:00, 7:35:00,8045,7,,0,0,7.4936
12960503, 7:37:00, 7:37:00,8046,8,,0,0,8.3399
12960503, 7:38:00, 7:38:00,8047,9,,0,0,9.577
12960504, 7:21:00, 7:21:00,8039,1,,0,0,
12960504, 7:38:00, 7:38:00,8048,10,,0,0,11.2779
12960504, 7:40:00, 7:40:00,8049,11,,0,0,12.071
12960504, 7:42:00, 7:42:00,8050,12,,0,0,13.3735
12960504, 7:45:00, 7:45:00,8051,13,,0,0,15.8556
12960504, 7:47:00, 7:47:00,8052,14,,0,0,17.8544
12960504, 7:50:00, 7:50:00,8053,15,,0,0,20.7834
12960504, 7:52:00, 7:52:00,8054,16,,0,0,21.3876
12960504, 7:54:00, 7:54:00,8055,17,,0,0,23.8762
12960504, 7:57:00, 7:57:00,8056,18,,0,0,26.2106
12960504, 7:59:00, 7:59:00,8057,19,,0,0,27.3005
12960504, 7:23:00, 7:23:00,8040,2,,0,0,0.6698
12960504, 8:00:00, 8:00:00,8058,20,,1,0,28.136
12960504, 7:24:00, 7:24:00,8041,3,,0,0,1.0587
12960504, 7:25:00, 7:25:00,8042,4,,0,0,1.7103
12960504, 7:28:00, 7:28:00,8043,5,,0,0,2.7606
12960504, 7:31:00, 7:31:00,8044,6,,0,0,5.4806
12960504, 7:33:00, 7:33:00,8045,7,,0,0,7.4936
12960504, 7:34:00, 7:34:00,8046,8,,0,0,8.3399
12960504, 7:36:00, 7:36:00,8047,9,,0,0,9.577
12960505, 7:19:00, 7:19:00,8039,1,,0,0,
12960505, 7:36:00, 7:36:00,8048,10,,0,0,11.2779
12960505, 7:38:00, 7:38:00,8049,11,,0,0,12.071
12960505, 7:39:00, 7:39:00,8050,12,,0,0,13.3735
12960505, 7:42:00, 7:42:00,8051,13,,0,0,15.8556
12960505, 7:45:00, 7:45:00,8052,14,,0,0,17.8544
12960505, 7:48:00, 7:48:00,8053,15,,0,0,20.7834
12960505, 7:49:00, 7:49:00,8054,16,,0,0,21.3876
12960505, 7:52:00, 7:52:00,8055,17,,0,0,23.8762
12960505, 7:55:00, 7:55:00,8056,18,,0,0,26.2106
12960505, 7:57:00, 7:57:00,8057,19,,0,0,27.3005
12960505, 7:21:00, 7:21:00,8040,2,,0,0,0.6698
12960505, 7:58:00, 7:58:00,8058,20,,1,0,28.136
12960505, 7:22:00, 7:22:00,8041,3,,0,0,1.0587
12960505, 7:23:00, 7:23:00,8042,4,,0,0,1.7103
12960505, 7:25:00, 7:25:00,8043,5,,0,0,2.7606
12960505, 7:29:00, 7:29:00,8044,6,,0,0,5.4806
12960505, 7:31:00, 7:31:00,8045,7,,0,0,7.4936
12960505, 7:32:00, 7:32:00,8046,8,,0,0,8.3399
12960505, 7:34:00, 7:34:00,8047,9,,0,0,9.577
12960506, 7:17:00, 7:17:00,8039,1,,0,0,
12960506, 7:34:00, 7:34:00,8048,10,,0,0,11.2779
12960506, 7:35:00, 7:35:00,8049,11,,0,0,12.071
12960506, 7:37:00, 7:37:00,8050,12,,0,0,13.3735
12960506, 7:40:00, 7:40:00,8051,13,,0,0,15.8556
12960506, 7:43:00, 7:43:00,8052,14,,0,0,17.8544
12960506, 7:46:00, 7:46:00,8053,15,,0,0,20.7834
12960506, 7:47:00, 7:47:00,8054,16,,0,0,21.3876
12960506, 7:50:00, 7:50:00,8580,17,,0,0,23.9942
12960506, 7:52:00, 7:52:00,8578,18,,0,0,25.1103
12960506, 7:56:00, 7:56:00,8746,19,,0,0,27.2062
12960506, 7:18:00, 7:18:00,8040,2,,0,0,0.6698
12960506, 7:58:00, 7:58:00,8747,20,,1,0,28.8865
12960506, 7:20:00, 7:20:00,8041,3,,0,0,1.0587
12960506, 7:21:00, 7:21:00,8042,4,,0,0,1.7103
12960506, 7:23:00, 7:23:00,8043,5,,0,0,2.7606
12960506, 7:26:00, 7:26:00,8044,6,,0,0,5.4806
12960506, 7:29:00, 7:29:00,8045,7,,0,0,7.4936
12960506, 7:30:00, 7:30:00,8046,8,,0,0,8.3399
12960506, 7:32:00, 7:32:00,8047,9,,0,0,9.577
12960507, 7:14:00, 7:14:00,8039,1,,0,0,
12960507, 7:32:00, 7:32:00,8048,10,,0,0,11.2779
12960507, 7:33:00, 7:33:00,8049,11,,0,0,12.071
12960507, 7:35:00, 7:35:00,8050,12,,0,0,13.3735
12960507, 7:38:00, 7:38:00,8051,13,,0,0,15.8556
12960507, 7:40:00, 7:40:00,8052,14,,0,0,17.8544
12960507, 7:44:00, 7:44:00,8053,15,,0,0,20.7834
12960507, 7:45:00, 7:45:00,8054,16,,0,0,21.3876
12960507, 7:48:00, 7:48:00,8055,17,,0,0,23.8762
12960507, 7:51:00, 7:51:00,8056,18,,0,0,26.2106
12960507, 7:52:00, 7:52:00,8057,19,,0,0,27.3005
12960507, 7:16:00, 7:16:00,8040,2,,0,0,0.6698
12960507, 7:54:00, 7:54:00,8058,20,,1,0,28.136
12960507, 7:17:00, 7:17:00,8041,3,,0,0,1.0587
12960507, 7:19:00, 7:19:00,8042,4,,0,0,1.7103
12960507, 7:21:00, 7:21:00,8043,5,,0,0,2.7606
12960507, 7:24:00, 7:24:00,8044,6,,0,0,5.4806
12960507, 7:26:00, 7:26:00,8045,7,,0,0,7.4936
12960507, 7:28:00, 7:28:00,8046,8,,0,0,8.3399
12960507, 7:30:00, 7:30:00,8047,9,,0,0,9.577
12960508, 7:10:00, 7:10:00,8039,1,,0,0,
12960508, 7:27:00, 7:27:00,8048,10,,0,0,11.2779
12960508, 7:29:00, 7:29:00,8049,11,,0,0,12.071
12960508, 7:31:00, 7:31:00,8050,12,,0,0,13.3735
12960508, 7:33:00, 7:33:00,8051,13,,0,0,15.8556
